year,İBBS3,city,population,total_cases,carried_over_from,opened_inside_year,finished,carried_over_to,returned,area
2012,TR905,Artvin,166846.0,8626,2418,6208,6113,2513,54,7393
2012,TR906,Gümüşhane,134513.0,6239,974,5265,5194,1045,29,6668
2012,TRA11,Erzurum,776588.0,39592,13876,25716,24746,14846,217,25006
2012,TRA12,Erzincan,217371.0,13769,4454,9315,9090,4679,79,11815
2012,TRA13,Bayburt,75635.0,3296,829,2467,2557,739,25,3746
2012,TRA21,Ağrı,551745.0,20452,7660,12792,12366,8086,100,11099
2012,TRA22,Kars,304299.0,13944,3075,10869,10411,3533,58,10193
2012,TRA23,Iğdır,190056.0,11229,3129,8100,8350,2879,111,3664
2012,TRA24,Ardahan,106522.0,6260,1177,5083,4817,1443,33,4934
2012,TRB11,Malatya,760508.0,46477,15620,30857,28174,18303,251,12259
2012,TRB12,Elazığ,562439.0,30597,8877,21720,20075,10522,380,9383
2012,TRB13,Bingöl,262434.0,10164,3218,6946,6649,3515,37,8003
2012,TRB14,Tunceli,86244.0,5331,1570,3761,3646,1685,40,7582
2012,TRB21,Van,1051387.0,41069,18856,22213,20636,20433,243,20921
2012,TRB22,Muş,413014.0,12052,3581,8471,7719,4333,60,8718
2012,TRB23,Bitlis,337199.0,11872,3545,8327,8119,3753,86,8294
2012,TRB24,Hakkari,279868.0,10633,3773,6860,6089,4544,29,7095
2012,TRC11,Gaziantep,1795430.0,137831,55111,82720,72844,64987,564,6803
2012,TRC12,Adıyaman,595030.0,24581,7264,17317,16914,7667,142,7337
2012,TRC13,Kilis,123965.0,9401,2383,7018,5493,3908,73,1412
2012,TRC21,Şanlıurfa,1760307.0,82350,27122,55228,49406,32944,470,19242
2012,TRC22,Diyarbakır,1591658.0,118633,71144,47489,42809,75824,353,15101
2012,TRC31,Mardin,771024.0,31790,10497,21293,22436,9354,220,8780
2012,TRC32,Batman,533194.0,25505,10564,14941,13653,11852,124,4477
2012,TRC33,Şırnak,466206.0,18551,5624,12927,11891,6660,41,7078
2012,TRC34,Siirt,310596.0,12853,4728,8125,7893,4960,58,5717
2011,TR100,İstanbul,13552531.0,1709431,1045616,663815,611733,1097698,4920,5461
2011,TR211,Tekirdağ,827602.0,58755,21173,37582,35329,23426,154,6190
2011,TR212,Edirne,398034.0,29731,9213,20518,19371,10360,223,6145
2011,TR213,Kırklareli,339470.0,21058,6830,14228,14500,6558,152,6459
2011,TR221,Balıkesir,1152216.0,84533,32269,52264,51487,33046,521,14583
2011,TR222,Çanakkale,485200.0,32534,10537,21997,20646,11888,183,9817
2011,TR310,İzmir,3951759.0,415053,228594,186459,187576,227477,1427,11891
2011,TR321,Aydın,993787.0,97266,39349,57917,54693,42573,950,8116
2011,TR322,Denizli,940883.0,88806,41012,47794,46885,41921,285,12134
2011,TR323,Muğla,828664.0,80241,29464,50777,47932,32309,522,12654
2011,TR331,Manisa,1339046.0,101563,43435,58128,55392,46171,627,13339
2011,TR332,Afyonkarahisar,696804.0,40014,12086,27928,27582,12432,202,14016
2011,TR333,Kütahya,563328.0,28349,7481,20868,20063,8286,119,11634
2011,TR334,Uşak,339156.0,26033,8320,17713,16785,9248,158,5555
2011,TR411,Bursa,2639708.0,198551,80103,118448,111862,86689,632,10813
2011,TR412,Eskişehir,778576.0,70895,33614,37281,32875,38020,292,13960
2011,TR413,Bilecik,203409.0,15244,4968,10276,10768,4476,95,4179
2011,TR421,Kocaeli,1598174.0,123117,57380,65737,58753,64364,691,3397
2011,TR422,Sakarya,886560.0,51848,15313,36535,32687,19161,295,4824
2011,TR423,Düzce,341826.0,27236,8434,18802,19094,8142,198,2492
2011,TR424,Bolu,275889.0,18560,5026,13534,13074,5486,90,8313
2011,TR425,Yalova,205304.0,13372,4851,8521,8096,5276,131,798
2011,TR510,Ankara,4871354.0,460601,250471,210130,181228,279373,1202,25632
2011,TR521,Konya,2033330.0,120422,31986,88436,78840,41582,751,40838
2011,TR522,Karaman,233624.0,15025,3911,11114,10858,4167,141,8678
2011,TR611,Antalya,2016910.0,253481,117211,136270,126306,127175,853,20177
2011,TR612,Isparta,410153.0,28109,7321,20788,19935,8174,77,8946
2011,TR613,Burdur,250192.0,19224,6209,13015,13227,5997,125,7175
2011,TR621,Adana,2104936.0,171394,82061,89333,84244,87150,558,13844
2011,TR622,Mersin,1664997.0,150456,66028,84428,74759,75697,629,16010
2011,TR631,Hatay,1471084.0,78874,29799,49075,45129,33745,555,5524
2011,TR632,Kahramanmaraş,1053199.0,49786,18806,30980,29140,20646,286,14520
2011,TR633,Osmaniye,485173.0,28209,9458,18751,18725,9484,185,3320
2011,TR711,Kırıkkale,274250.0,18833,5679,13154,12879,5954,73,4791
2011,TR712,Aksaray,375351.0,16777,5160,11617,10638,6139,159,7659
2011,TR713,Niğde,337264.0,18660,4857,13803,12608,6052,115,7234
2011,TR714,Nevşehir,281904.0,18077,5126,12951,12127,5950,81,5485
2011,TR715,Kırşehir,220448.0,11757,3749,8008,7426,4331,147,6584
2011,TR721,Kayseri,1252080.0,78362,30417,47945,44583,33779,635,16970
2011,TR722,Sivas,625438.0,40575,13962,26613,27929,12646,177,28164
2011,TR723,Yozgat,461932.0,19807,4965,14842,14727,5080,154,13690
2011,TR811,Zonguldak,611659.0,32965,7579,25386,25648,7317,192,3342
2011,TR812,Karabük,219618.0,12980,2697,10283,9060,3920,38,4142
2011,TR813,Bartın,187092.0,11104,2169,8935,8380,2724,82,2330
2011,TR821,Kastamonu,359163.0,18439,5163,13276,14059,4380,274,13064
2011,TR822,Çankırı,176951.0,10339,2798,7541,7495,2844,106,7542
2011,TR823,Sinop,202899.0,10444,1787,8657,8372,2072,102,5717
2011,TR831,Samsun,1249500.0,84218,32817,51401,49377,34841,453,9725
2011,TR832,Tokat,606820.0,28087,7175,20912,20761,7326,190,10042
2011,TR833,Çorum,532985.0,28252,9234,19018,18341,9911,378,12428
2011,TR834,Amasya,322487.0,17495,4775,12720,12966,4529,70,5628
2011,TR901,Trabzon,755890.0,39338,13890,25448,26124,13214,213,4628
2011,TR902,Ordu,713578.0,38486,9039,29447,29362,9124,365,5914
2011,TR903,Giresun,418745.0,24215,7225,16990,16899,7316,290,6972
2011,TR904,Rize,322739.0,18663,6115,12548,13453,5210,86,3835
2011,TR905,Artvin,166228.0,9196,2784,6412,6778,2418,76,7393
2011,TR906,Gümüşhane,131722.0,6220,981,5239,5246,974,16,6668
2011,TRA11,Erzurum,779177.0,41703,15637,26066,27827,13876,343,25006
2011,TRA12,Erzincan,215106.0,14453,5217,9236,9999,4454,120,11815
2011,TRA13,Bayburt,76697.0,2948,631,2317,2119,829,20,3746
2011,TRA21,Ağrı,555094.0,23537,7780,15757,15877,7660,276,11099
2011,TRA22,Kars,305684.0,14862,3992,10870,11787,3075,107,10193
2011,TRA23,Iğdır,188520.0,10696,2330,8366,7567,3129,238,3664
2011,TRA24,Ardahan,107396.0,7382,1653,5729,6205,1177,130,4934
2011,TRB11,Malatya,757215.0,43786,13912,29874,28166,15620,255,12259
2011,TRB12,Elazığ,558231.0,30259,8636,21623,21382,8877,333,9383
2011,TRB13,Bingöl,262150.0,8621,2005,6616,5403,3218,39,8003
2011,TRB14,Tunceli,85000.0,5775,1614,4161,4205,1570,42,7582
2011,TRB21,Van,1021894.0,36682,13699,22983,17827,18855,194,20921
2011,TRB22,Muş,414404.0,12288,3158,9130,8707,3581,35,8718
2011,TRB23,Bitlis,336522.0,13608,3370,10238,10063,3545,239,8294
2011,TRB24,Hakkari,272095.0,9562,3131,6431,5789,3773,23,7095
2011,TRC11,Gaziantep,1750491.0,119006,54566,64440,63895,55111,446,6803
2011,TRC12,Adıyaman,593707.0,22908,5746,17162,15644,7264,193,7337
2011,TRC13,Kilis,124254.0,6992,2191,4801,4609,2383,42,1412
2011,TRC21,Şanlıurfa,1714518.0,75301,22363,52938,48179,27122,595,19242
2011,TRC22,Diyarbakır,1570484.0,107963,56767,51196,36819,71144,397,15101
2011,TRC31,Mardin,762055.0,30844,10055,20789,20347,10497,181,8780
2011,TRC32,Batman,524155.0,25292,10051,15241,14728,10564,225,4477
2011,TRC33,Şırnak,457260.0,18009,5212,12797,12385,5624,32,7078
2011,TRC34,Siirt,310411.0,12122,3986,8136,7394,4728,40,5717
2010,TR100,İstanbul,13202784.0,1811645,1113247,698398,766025,1045620,5896,5461
2010,TR211,Tekirdağ,795983.0,53500,19902,33598,32327,21173,171,6190
2010,TR212,Edirne,389714.0,29637,9165,20472,20424,9213,233,6145
2010,TR213,Kırklareli,332217.0,20639,7134,13505,13810,6829,116,6459
2010,TR221,Balıkesir,1150470.0,82811,30772,52039,50542,32269,426,14583
2010,TR222,Çanakkale,489409.0,31681,9583,22098,21144,10537,152,9817
2010,TR310,İzmir,3937428.0,449338,253800,195538,220610,228728,1557,11891
2010,TR321,Aydın,986200.0,89202,34908,54294,49855,39347,974,8116
2010,TR322,Denizli,930155.0,85968,39969,45999,44956,41012,343,12134
2010,TR323,Muğla,810164.0,76309,25706,50603,46844,29465,527,12654
2010,TR331,Manisa,1378658.0,97495,41556,55939,54059,43436,642,13339
2010,TR332,Afyonkarahisar,695986.0,40069,11842,28227,27983,12086,294,14016
2010,TR333,Kütahya,589912.0,28217,7287,20930,20736,7481,129,11634
2010,TR334,Uşak,337502.0,24636,8236,16400,16316,8320,52,5555
2010,TR411,Bursa,2590792.0,188733,76127,112606,108630,80103,651,10813
2010,TR412,Eskişehir,762679.0,68799,31746,37053,35185,33614,369,13960
2010,TR413,Bilecik,225099.0,14766,4421,10345,9798,4968,111,4179
2010,TR421,Kocaeli,1556025.0,113951,53263,60688,56571,57380,955,3397
2010,TR422,Sakarya,871244.0,47719,15318,32401,32406,15313,216,4824
2010,TR423,Düzce,337857.0,25560,7771,17789,17126,8434,257,2492
2010,TR424,Bolu,270986.0,18334,4822,13512,13308,5026,163,8313
2010,TR425,Yalova,203058.0,12926,4212,8714,8075,4851,92,798
2010,TR510,Ankara,4756952.0,433592,220453,213139,183121,250471,912,25632
2010,TR521,Konya,2009371.0,112705,29412,83293,80720,31985,963,40838
2010,TR522,Karaman,232228.0,14031,3866,10165,10120,3911,134,8678
2010,TR611,Antalya,1959686.0,248279,115500,132779,131070,117209,799,20177
2010,TR612,Isparta,447595.0,26708,6699,20009,19387,7321,109,8946
2010,TR613,Burdur,258633.0,19037,5741,13296,12828,6209,206,7175
2010,TR621,Adana,2082627.0,168294,80969,87325,86232,82062,504,13844
2010,TR622,Mersin,1644948.0,140192,56511,83681,74164,66028,516,16010
2010,TR631,Hatay,1477676.0,77958,28370,49588,48160,29798,524,5524
2010,TR632,Kahramanmaraş,1043665.0,52588,17367,35221,33782,18806,339,14520
2010,TR633,Osmaniye,479111.0,29477,9376,20101,20019,9458,182,3320
2010,TR711,Kırıkkale,276414.0,17760,5049,12711,12081,5679,67,4791
2010,TR712,Aksaray,373861.0,17065,5268,11797,11905,5160,184,7659
2010,TR713,Niğde,337782.0,18121,4401,13720,13264,4857,101,7234
2010,TR714,Nevşehir,281347.0,17942,5000,12942,12816,5126,61,5485
2010,TR715,Kırşehir,221363.0,12196,3388,8808,8447,3749,256,6584
2010,TR721,Kayseri,1232759.0,80642,30180,50462,50225,30417,846,16970
2010,TR722,Sivas,641129.0,43534,12523,31011,29572,13962,135,28164
2010,TR723,Yozgat,472170.0,19561,4508,15053,14596,4965,211,13690
2010,TR811,Zonguldak,618939.0,32870,7689,25181,25291,7579,348,3342
2010,TR812,Karabük,227533.0,13430,2980,10450,10733,2697,67,4142
2010,TR813,Bartın,187494.0,11810,2378,9432,9641,2169,81,2330
2010,TR821,Kastamonu,361083.0,20829,5297,15532,15666,5163,333,13064
2010,TR822,Çankırı,178908.0,10495,2899,7596,7697,2798,41,7542
2010,TR823,Sinop,202617.0,11564,2039,9525,9777,1787,63,5717
2010,TR831,Samsun,1251185.0,81805,30035,51770,48988,32817,590,9725
2010,TR832,Tokat,616313.0,31432,7064,24368,24257,7175,141,10042
2010,TR833,Çorum,534454.0,30284,9319,20965,21051,9233,665,12428
2010,TR834,Amasya,334512.0,18125,4395,13730,13350,4775,61,5628
2010,TR901,Trabzon,762517.0,40701,13136,27565,26812,13889,218,4628
2010,TR902,Ordu,718436.0,39453,9686,29767,30414,9039,352,5914
2010,TR903,Giresun,418417.0,25102,7535,17567,17877,7225,412,6972
2010,TR904,Rize,319437.0,19200,5205,13995,13084,6116,95,3835
2010,TR905,Artvin,164646.0,9685,2483,7202,6901,2784,65,7393
2010,TR906,Gümüşhane,128809.0,5894,1026,4868,4913,981,21,6668
2010,TRA11,Erzurum,768348.0,46238,16211,30027,30601,15637,364,25006
2010,TRA12,Erzincan,224804.0,14888,4330,10558,9671,5217,129,11815
2010,TRA13,Bayburt,74400.0,3279,629,2650,2648,631,7,3746
2010,TRA21,Ağrı,541825.0,25243,6516,18727,17463,7780,335,11099
2010,TRA22,Kars,301711.0,16607,2693,13914,12615,3992,180,10193
2010,TRA23,Iğdır,184133.0,11250,1870,9380,8920,2330,36,3664
2010,TRA24,Ardahan,105440.0,8333,1257,7076,6680,1653,154,4934
2010,TRB11,Malatya,740085.0,43116,12083,31033,29204,13912,252,12259
2010,TRB12,Elazığ,552380.0,32375,8760,23615,23739,8636,294,9383
2010,TRB13,Bingöl,255064.0,8874,1986,6888,6869,2005,13,8003
2010,TRB14,Tunceli,76654.0,6365,1482,4883,4751,1614,55,7582
2010,TRB21,Van,1035077.0,44707,15626,29081,31009,13698,545,20921
2010,TRB22,Muş,406552.0,15642,2963,12679,12497,3145,75,8718
2010,TRB23,Bitlis,328732.0,15480,3015,12465,12110,3370,176,8294
2010,TRB24,Hakkari,251256.0,10508,2616,7892,7377,3131,95,7095
2010,TRC11,Gaziantep,1699378.0,118665,51514,67151,64101,54564,598,6803
2010,TRC12,Adıyaman,590698.0,21582,4827,16755,15836,5746,90,7337
2010,TRC13,Kilis,123102.0,7244,2124,5120,5053,2191,64,1412
2010,TRC21,Şanlıurfa,1661854.0,75908,18135,57773,53545,22363,716,19242
2010,TRC22,Diyarbakır,1528708.0,100012,50247,49765,43245,56767,334,15101
2010,TRC31,Mardin,742994.0,30543,8998,21545,20488,10055,345,8780
2010,TRC32,Batman,510034.0,25104,8406,16698,15052,10052,253,4477
2010,TRC33,Şırnak,429616.0,17405,3908,13497,12193,5212,126,7078
2010,TRC34,Siirt,300673.0,13012,3680,9332,9026,3986,35,5717
2009,TR100,İstanbul,12867332.0,1914490,1135232,779258,801245,1113245,8145,5461
2009,TR211,Tekirdağ,781508.0,51705,18798,32907,31803,19902,393,6190
2009,TR212,Edirne,394762.0,29164,8479,20685,19999,9165,236,6145
2009,TR213,Kırklareli,332745.0,19878,6564,13314,12744,7134,167,6459
2009,TR221,Balıkesir,1138553.0,81502,32052,49450,50730,30772,512,14583
2009,TR222,Çanakkale,476742.0,29828,8871,20957,20245,9583,187,9817
2009,TR310,İzmir,3858315.0,472982,277839,195143,219183,253799,2260,11891
2009,TR321,Aydın,975750.0,85946,33929,52017,51038,34908,1130,8116
2009,TR322,Denizli,924987.0,82808,37273,45535,42839,39969,527,12134
2009,TR323,Muğla,796322.0,78158,27052,51106,52454,25704,665,12654
2009,TR331,Manisa,1331344.0,94359,38973,55386,52803,41556,749,13339
2009,TR332,Afyonkarahisar,700054.0,37909,10641,27268,26067,11842,310,14016
2009,TR333,Kütahya,571342.0,27798,7652,20146,20511,7287,148,11634
2009,TR334,Uşak,335519.0,25238,8322,16916,17002,8236,110,5555
2009,TR411,Bursa,2535923.0,182866,71656,111210,106739,76127,1219,10813
2009,TR412,Eskişehir,753859.0,65824,32269,33555,34078,31746,392,13960
2009,TR413,Bilecik,201773.0,13203,3887,9316,8782,4421,124,4179
2009,TR421,Kocaeli,1518640.0,105712,47201,58511,52448,53264,907,3397
2009,TR422,Sakarya,860367.0,44420,14730,29690,29102,15318,339,4824
2009,TR423,Düzce,334921.0,22894,6847,16047,15122,7772,351,2492
2009,TR424,Bolu,271363.0,18160,4935,13225,13338,4822,54,8313
2009,TR425,Yalova,202001.0,12511,3341,9170,8299,4212,155,798
2009,TR510,Ankara,4637155.0,433137,200693,232444,212684,220453,1384,25632
2009,TR521,Konya,1989934.0,109258,28524,80734,79846,29412,839,40838
2009,TR522,Karaman,231539.0,12657,3996,8661,8791,3866,105,8678
2009,TR611,Antalya,1902640.0,259275,122436,136839,143775,115500,879,20177
2009,TR612,Isparta,420242.0,22617,5326,17291,15918,6699,92,8946
2009,TR613,Burdur,251358.0,18084,5558,12526,12343,5741,73,7175
2009,TR621,Adana,2059810.0,167184,79072,88112,86216,80968,802,13844
2009,TR622,Mersin,1638098.0,129612,50957,78655,73101,56511,870,16010
2009,TR631,Hatay,1445651.0,65434,23442,41992,37061,28373,716,5524
2009,TR632,Kahramanmaraş,1036588.0,51227,16375,34852,33860,17367,414,14520
2009,TR633,Osmaniye,471722.0,26268,9764,16504,16892,9376,280,3320
2009,TR711,Kırıkkale,280641.0,18409,5227,13182,13360,5049,101,4791
2009,TR712,Aksaray,374057.0,17007,6279,10728,11739,5268,176,7659
2009,TR713,Niğde,339803.0,16483,4266,12217,12082,4401,103,7234
2009,TR714,Nevşehir,283220.0,16758,4758,12000,11758,5000,81,5485
2009,TR715,Kırşehir,222697.0,12364,3499,8865,8976,3388,196,6584
2009,TR721,Kayseri,1204236.0,77592,25440,52152,47412,30180,1483,16970
2009,TR722,Sivas,632542.0,39193,11706,27487,26670,12523,135,28164
2009,TR723,Yozgat,484290.0,18948,4143,14805,14440,4508,172,13690
2009,TR811,Zonguldak,619220.0,31093,7470,23623,23404,7689,391,3342
2009,TR812,Karabük,218500.0,12506,2502,10004,9526,2980,61,4142
2009,TR813,Bartın,188196.0,10354,2344,8010,7976,2378,75,2330
2009,TR821,Kastamonu,359705.0,20532,5903,14629,15235,5297,280,13064
2009,TR822,Çankırı,184900.0,9523,2430,7093,6624,2899,47,7542
2009,TR823,Sinop,201043.0,10718,2716,8002,8679,2039,113,5717
2009,TR831,Samsun,1249026.0,82936,28928,54008,52900,30036,795,9725
2009,TR832,Tokat,623351.0,28781,7151,21630,21716,7065,250,10042
2009,TR833,Çorum,539970.0,28776,9000,19776,19460,9316,647,12428
2009,TR834,Amasya,324003.0,15354,3873,11481,10959,4395,89,5628
2009,TR901,Trabzon,764099.0,39143,13233,25910,26007,13136,412,4628
2009,TR902,Ordu,722958.0,35426,8632,26794,25740,9686,229,5914
2009,TR903,Giresun,421256.0,23518,7030,16488,15983,7535,176,6972
2009,TR904,Rize,319380.0,18282,4652,13630,13077,5205,99,3835
2009,TR905,Artvin,165456.0,8338,2296,6042,5855,2483,98,7393
2009,TR906,Gümüşhane,130362.0,6026,1272,4754,5000,1026,54,6668
2009,TRA11,Erzurum,773619.0,44805,16872,27933,28594,16211,438,25006
2009,TRA12,Erzincan,213193.0,12865,3045,9820,8535,4330,96,11815
2009,TRA13,Bayburt,74701.0,3092,664,2428,2463,629,17,3746
2009,TRA21,Ağrı,537464.0,21047,6751,14296,14531,6516,462,11099
2009,TRA22,Kars,306491.0,13640,2257,11383,10947,2693,124,10193
2009,TRA23,Iğdır,183231.0,9809,1798,8011,7938,1871,107,3664
2009,TRA24,Ardahan,108152.0,6451,1251,5200,5194,1257,76,4934
2009,TRB11,Malatya,736474.0,39208,12020,27188,27125,12083,339,12259
2009,TRB12,Elazığ,550468.0,29413,7485,21928,20653,8760,349,9383
2009,TRB13,Bingöl,255662.0,8645,1908,6737,6659,1986,24,8003
2009,TRB14,Tunceli,83033.0,5339,1198,4141,3857,1482,27,7582
2009,TRB21,Van,1022083.0,42527,16812,25715,26901,15626,748,20921
2009,TRB22,Muş,404249.0,13558,2897,10661,10595,2963,112,8718
2009,TRB23,Bitlis,328460.0,12181,2791,9390,9166,3015,191,8294
2009,TRB24,Hakkari,256719.0,8705,2502,6203,6089,2616,81,7095
2009,TRC11,Gaziantep,1652614.0,117121,51687,65434,65607,51514,886,6803
2009,TRC12,Adıyaman,588315.0,21002,5243,15759,16175,4827,151,7337
2009,TRC13,Kilis,122061.0,5959,1608,4351,3835,2124,86,1412
2009,TRC21,Şanlıurfa,1612515.0,63734,15434,48300,45599,18135,1188,19242
2009,TRC22,Diyarbakır,1514793.0,89211,47222,41989,38964,50247,602,15101
2009,TRC31,Mardin,736455.0,24841,7067,17774,15843,8998,390,8780
2009,TRC32,Batman,497841.0,22390,8826,13564,13984,8406,189,4477
2009,TRC33,Şırnak,430006.0,13615,3692,9923,9707,3908,47,7078
2009,TRC34,Siirt,303599.0,11344,3482,7862,7664,3680,59,5717
