city,population,total_cases,carried_over_from,opened_inside_year,finished,carried_over_to,time_since_event,population_density
Trabzon,755906.0,39660,14676,24984,24255,15405,11,163.33318928262747
Ordu,730061.0,40356,9927,30429,30092,10264,11,123.44622928643896
Giresun,423525.0,26443,7945,18498,18512,7931,11,60.746557659208264
Rize,327459.0,16879,4920,11959,11695,5184,11,85.38696219035202
Artvin,169004.0,9488,2514,6974,6608,2880,11,22.860002705261735
Gümüşhane,140548.0,6067,1045,5022,4879,1188,11,21.077984403119377
Erzurum,764211.0,40156,14846,25310,25265,14891,11,30.561105334719667
Erzincan,218978.0,14326,4679,9647,9589,4737,11,18.533897587812103
Bayburt,75364.0,3220,739,2481,2455,765,11,20.11852642819007
Ağrı,550511.0,21405,8086,13319,12064,9341,11,49.60005405892423
Kars,300119.0,14288,3533,10755,10055,4233,11,29.443637790640636
Iğdır,189964.0,11763,2879,8884,8198,3565,11,51.846069868995635
Ardahan,102587.0,7018,1443,5575,5215,1803,11,20.7918524523713
Malatya,759818.0,47420,18303,29117,30406,17014,11,61.98042254670038
Elazığ,567631.0,32991,10521,22470,20571,12420,11,60.495683683256956
Bingöl,265365.0,11494,3515,7979,7536,3958,11,33.158190678495565
Tunceli,85329.0,5279,1685,3594,3656,1623,11,11.254154576628858
Van,1069109.0,46297,20435,25862,23857,22440,11,51.10219396778356
Muş,412219.0,14176,4333,9843,9134,5042,11,47.28366597843542
Bitlis,337053.0,12054,3753,8301,7627,4427,11,40.63817217265493
Hakkari,272901.0,11605,4544,7061,6688,4917,11,38.46384778012685
Gaziantep,1835709.0,148455,64988,83467,77509,70946,11,269.83815963545493
Adıyaman,596728.0,24558,7667,16891,16244,8314,11,81.33133433283358
Kilis,127106.0,13198,3908,9290,8642,4556,11,90.01841359773371
Şanlıurfa,1797738.0,89661,32944,56717,48822,40839,11,93.42781415653259
Diyarbakır,1606510.0,125019,75824,49195,46540,78479,11,106.3843454075889
Mardin,776671.0,30734,9354,21380,19654,11080,11,88.45911161731208
Batman,545709.0,30717,11852,18865,14027,16690,11,121.89166852803217
Şırnak,474204.0,20790,6660,14130,12523,8267,11,66.99689177733823
Siirt,313688.0,13385,4960,8425,8098,5287,11,54.869337064894175
İstanbul,13769380.0,1746437,1097667,648770,578135,1168302,12,2521.4026735030216
Tekirdağ,850002.0,64769,23426,41343,36401,28368,12,137.31857835218094
Edirne,398124.0,33784,10360,23424,21271,12513,12,64.78828315703824
Kırklareli,340332.0,21997,6558,15439,14453,7544,12,52.691128657686946
Balıkesir,1158268.0,87517,33046,54471,49291,38226,12,79.4259068778715
Çanakkale,492587.0,36054,11888,24166,23495,12559,12,50.17693796475502
İzmir,3992476.0,425927,227514,198413,182376,243551,12,335.7561180724918
Aydın,1002412.0,100918,42573,58345,51931,48987,12,123.5105963528832
Denizli,948344.0,87828,41921,45907,47176,40652,12,78.15592549859898
Muğla,840936.0,86313,32309,54004,48432,37881,12,66.45614035087719
Manisa,1345125.0,108296,46171,62125,56167,52129,12,100.84151735512407
Afyonkarahisar,701152.0,39718,12432,27286,25836,13882,12,50.02511415525114
Kütahya,572126.0,28931,8287,20644,20361,8570,12,49.17706721677841
Uşak,341143.0,26960,9248,17712,16503,10457,12,61.41188118811881
Bursa,2674365.0,207197,86689,120508,109755,97442,12,247.32867844261537
Eskişehir,786977.0,76395,38020,38375,33770,42625,12,56.373710601719196
Bilecik,203461.0,14811,4476,10335,9778,5033,12,48.68652787748265
Kocaeli,1630553.0,130638,64364,66274,56787,73851,12,479.99793935825727
Sakarya,898915.0,58278,19162,39116,35173,23105,12,186.3422470978441
Düzce,345722.0,28294,8141,20153,19734,8560,12,138.73274478330657
Bolu,280259.0,19763,5486,14277,13376,6387,12,33.7133405509443
Yalova,209992.0,14972,5276,9696,9013,5959,12,263.1478696741855
Ankara,4943343.0,495057,279375,215682,190210,304847,12,192.85826310861424
Konya,2047993.0,134654,41584,93070,81741,52913,12,50.14919927518488
Karaman,234932.0,15862,4167,11695,11267,4595,12,27.072136436967043
Antalya,2065052.0,264144,127175,136969,122437,141707,12,102.34683054963573
Isparta,414857.0,29402,8174,21228,20117,9285,12,46.373463000223566
Burdur,253645.0,18228,5997,12231,11705,6523,12,35.35121951219512
Adana,2120894.0,179927,87152,92775,86311,93616,12,153.19950881248195
Mersin,1679274.0,163318,75697,87621,77893,85425,12,104.88906933166771
Hatay,1480654.0,87082,33745,53337,46798,40284,12,268.04018826937005
Kahramanmaraş,1061648.0,53408,20646,32762,31344,22064,12,73.11625344352618
Osmaniye,491902.0,30692,9484,21208,19635,11057,12,148.1632530120482
Kırıkkale,273540.0,18112,5954,12158,11531,6581,12,57.09455228553538
Aksaray,376298.0,18672,6139,12533,10887,7785,12,49.13147930539235
Niğde,339574.0,20523,6051,14472,14553,5970,12,46.94138789051701
Nevşehir,283655.0,20661,5950,14711,14323,6338,12,51.71467639015497
Kırşehir,219977.0,12445,4188,8257,8470,3975,12,33.41084447144593
Kayseri,1270806.0,85880,33779,52101,47718,38162,12,74.88544490276959
Sivas,621652.0,37819,12646,25173,24961,12858,12,22.072574918335462
Yozgat,449278.0,21434,5223,16211,15807,5627,12,32.81796932067202
Zonguldak,606109.0,32190,7317,24873,24738,7452,12,181.36116098144822
Karabük,225029.0,14543,3920,10623,9569,4974,12,54.32858522452921
Bartın,188123.0,10772,2724,8048,8227,2545,12,80.73948497854077
Kastamonu,358439.0,17408,4318,13090,12694,4714,12,27.437155541947337
Çankırı,184073.0,10129,2844,7285,7310,2819,12,24.40639087775126
Sinop,201203.0,11611,2134,9477,9502,2109,12,35.19380794122792
Samsun,1249227.0,87925,34841,53084,48340,39585,12,128.45521850899743
Tokat,612224.0,28451,7326,21125,20695,7756,12,60.9663413662617
Çorum,528242.0,28295,9911,18384,18554,9741,12,42.50418410041841
Amasya,320917.0,17585,4529,13056,12788,4797,12,57.02149964463397
Trabzon,756406.0,39614,13214,26400,24937,14677,12,163.44122731201384
Ordu,740480.0,38992,9124,29868,29066,9926,12,125.20798106188705
Giresun,418980.0,24374,7316,17058,16428,7946,12,60.09466437177281
Rize,323565.0,16999,5210,11789,12079,4920,12,84.3715775749674
Artvin,166846.0,8626,2418,6208,6113,2513,12,22.568104964155282
Gümüşhane,134513.0,6239,974,5265,5194,1045,12,20.172915416916616
Erzurum,776588.0,39592,13876,25716,24746,14846,12,31.056066544029434
Erzincan,217371.0,13769,4454,9315,9090,4679,12,18.39788404570461
Bayburt,75635.0,3296,829,2467,2557,739,12,20.190870261612385
Ağrı,551745.0,20452,7660,12792,12366,8086,12,49.711235246418596
Kars,304299.0,13944,3075,10869,10411,3533,12,29.85372314333366
Iğdır,190056.0,11229,3129,8100,8350,2879,12,51.87117903930131
Ardahan,106522.0,6260,1177,5083,4817,1443,12,21.58937981353871
Malatya,760508.0,46477,15620,30857,28174,18303,12,62.03670772493678
Elazığ,562439.0,30597,8877,21720,20075,10522,12,59.94234253437067
Bingöl,262434.0,10164,3218,6946,6649,3515,12,32.79195301761839
Tunceli,86244.0,5331,1570,3761,3646,1685,12,11.37483513584806
Van,1051387.0,41069,18856,22213,20636,20433,12,50.25510252855982
Muş,413014.0,12052,3581,8471,7719,4333,12,47.374856618490476
Bitlis,337199.0,11872,3545,8327,8119,3753,12,40.65577525922353
Hakkari,279868.0,10633,3773,6860,6089,4544,12,39.445806906272026
Gaziantep,1795430.0,137831,55111,82720,72844,64987,12,263.91738938703514
Adıyaman,595030.0,24581,7264,17317,16914,7667,12,81.09990459315797
Kilis,123965.0,9401,2383,7018,5493,3908,12,87.79390934844193
Şanlıurfa,1760307.0,82350,27122,55228,49406,32944,12,91.48253819769255
Diyarbakır,1591658.0,118633,71144,47489,42809,75824,12,105.40083438182901
Mardin,771024.0,31790,10497,21293,22436,9354,12,87.81594533029613
Batman,533194.0,25505,10564,14941,13653,11852,12,119.09626982354256
Şırnak,466206.0,18551,5624,12927,11891,6660,12,65.86691155693698
Siirt,310596.0,12853,4728,8125,7893,4960,12,54.32849396536645
İstanbul,13552531.0,1709431,1045616,663815,611733,1097698,13,2481.6940120856984
Tekirdağ,827602.0,58755,21173,37582,35329,23426,13,133.69983844911147
Edirne,398034.0,29731,9213,20518,19371,10360,13,64.77363710333604
Kırklareli,339470.0,21058,6830,14228,14500,6558,13,52.557671466171236
Balıkesir,1152216.0,84533,32269,52264,51487,33046,13,79.01090310635672
Çanakkale,485200.0,32534,10537,21997,20646,11888,13,49.42446776000815
İzmir,3951759.0,415053,228594,186459,187576,227477,13,332.33193171306027
Aydın,993787.0,97266,39349,57917,54693,42573,13,122.44788072942336
Denizli,940883.0,88806,41012,47794,46885,41921,13,77.54104170100544
Muğla,828664.0,80241,29464,50777,47932,32309,13,65.48632843369685
Manisa,1339046.0,101563,43435,58128,55392,46171,13,100.3857860409326
Afyonkarahisar,696804.0,40014,12086,27928,27582,12432,13,49.71489726027397
Kütahya,563328.0,28349,7481,20868,20063,8286,13,48.42083548220732
Uşak,339156.0,26033,8320,17713,16785,9248,13,61.054185418541856
Bursa,2639708.0,198551,80103,118448,111862,86689,13,244.12355498011652
Eskişehir,778576.0,70895,33614,37281,32875,38020,13,55.771919770773636
Bilecik,203409.0,15244,4968,10276,10768,4476,13,48.67408470926059
Kocaeli,1598174.0,123117,57380,65737,58753,64364,13,470.466293788637
Sakarya,886560.0,51848,15313,36535,32687,19161,13,183.7810945273632
Düzce,341826.0,27236,8434,18802,19094,8142,13,137.169341894061
Bolu,275889.0,18560,5026,13534,13074,5486,13,33.187657885239986
Yalova,205304.0,13372,4851,8521,8096,5276,13,257.2731829573935
Ankara,4871354.0,460601,250471,210130,181228,279373,13,190.04970349563047
Konya,2033330.0,120422,31986,88436,78840,41582,13,49.79014643224448
Karaman,233624.0,15025,3911,11114,10858,4167,13,26.921410463240377
Antalya,2016910.0,253481,117211,136270,126306,127175,13,99.96084650840065
Isparta,410153.0,28109,7321,20788,19935,8174,13,45.84764140397943
Burdur,250192.0,19224,6209,13015,13227,5997,13,34.86996515679442
Adana,2104936.0,171394,82061,89333,84244,87150,13,152.04680728113263
Mersin,1664997.0,150456,66028,84428,74759,75697,13,103.99731417863835
Hatay,1471084.0,78874,29799,49075,45129,33745,13,266.3077480086894
Kahramanmaraş,1053199.0,49786,18806,30980,29140,20646,13,72.53436639118458
Osmaniye,485173.0,28209,9458,18751,18725,9484,13,146.13644578313253
Kırıkkale,274250.0,18833,5679,13154,12879,5954,13,57.24274681694845
Aksaray,375351.0,16777,5160,11617,10638,6139,13,49.0078339208774
Niğde,337264.0,18660,4857,13803,12608,6052,13,46.62206248272049
Nevşehir,281904.0,18077,5126,12951,12127,5950,13,51.3954421148587
Kırşehir,220448.0,11757,3749,8008,7426,4331,13,33.482381530984206
Kayseri,1252080.0,78362,30417,47945,44583,33779,13,73.78196817913965
Sivas,625438.0,40575,13962,26613,27929,12646,13,22.207001846328648
Yozgat,461932.0,19807,4965,14842,14727,5080,13,33.742293644996344
Zonguldak,611659.0,32965,7579,25386,25648,7317,13,183.02184320766008
Karabük,219618.0,12980,2697,10283,9060,3920,13,53.02221149203283
Bartın,187092.0,11104,2169,8935,8380,2724,13,80.29699570815451
Kastamonu,359163.0,18439,5163,13276,14059,4380,13,27.492575015309246
Çankırı,176951.0,10339,2798,7541,7495,2844,13,23.46207902413153
Sinop,202899.0,10444,1787,8657,8372,2072,13,35.490467028161625
Samsun,1249500.0,84218,32817,51401,49377,34841,13,128.4832904884319
Tokat,606820.0,28087,7175,20912,20761,7326,13,60.428201553475404
Çorum,532985.0,28252,9234,19018,18341,9911,13,42.88582233665916
Amasya,322487.0,17495,4775,12720,12966,4529,13,57.30046197583511
Trabzon,755890.0,39338,13890,25448,26124,13214,13,163.32973206568712
Ordu,713578.0,38486,9039,29447,29362,9124,13,120.6591139668583
Giresun,418745.0,24215,7225,16990,16899,7316,13,60.06095811818703
Rize,322739.0,18663,6115,12548,13453,5210,13,84.1561929595828
Artvin,166228.0,9196,2784,6412,6778,2418,13,22.484512376572432
Gümüşhane,131722.0,6220,981,5239,5246,974,13,19.754349130173964
Erzurum,779177.0,41703,15637,26066,27827,13876,13,31.159601695593057
Erzincan,215106.0,14453,5217,9236,9999,4454,13,18.20617858654253
Bayburt,76697.0,2948,631,2317,2119,829,13,20.47437266417512
Ağrı,555094.0,23537,7780,15757,15877,7660,13,50.01297414181458
Kars,305684.0,14862,3992,10870,11787,3075,13,29.989600706367114
Iğdır,188520.0,10696,2330,8366,7567,3129,13,51.451965065502186
Ardahan,107396.0,7382,1653,5729,6205,1177,13,21.76651803810296
Malatya,757215.0,43786,13912,29874,28166,15620,13,61.768088751121624
Elazığ,558231.0,30259,8636,21623,21382,8877,13,59.493871895982096
Bingöl,262150.0,8621,2005,6616,5403,3218,13,32.75646632512807
Tunceli,85000.0,5775,1614,4161,4205,1570,13,11.210762331838565
Van,1021894.0,36682,13699,22983,17827,18855,13,48.84537068017781
Muş,414404.0,12288,3158,9130,8707,3581,13,47.53429685707731
Bitlis,336522.0,13608,3370,10238,10063,3545,13,40.574149987943095
Hakkari,272095.0,9562,3131,6431,5789,3773,13,38.35024665257223
Gaziantep,1750491.0,119006,54566,64440,63895,55111,13,257.31162722328384
Adıyaman,593707.0,22908,5746,17162,15644,7264,13,80.91958566171459
Kilis,124254.0,6992,2191,4801,4609,2383,13,87.9985835694051
Şanlıurfa,1714518.0,75301,22363,52938,48179,27122,13,89.10289990645462
Diyarbakır,1570484.0,107963,56767,51196,36819,71144,13,103.99867558439838
Mardin,762055.0,30844,10055,20789,20347,10497,13,86.79441913439635
Batman,524155.0,25292,10051,15241,14728,10564,13,117.07728389546571
Şırnak,457260.0,18009,5212,12797,12385,5624,13,64.60299519638316
Siirt,310411.0,12122,3986,8136,7394,4728,13,54.296134336190306
İstanbul,13202784.0,1811645,1113247,698398,766025,1045620,14,2417.64951474089
Tekirdağ,795983.0,53500,19902,33598,32327,21173,14,128.59176090468497
Edirne,389714.0,29637,9165,20472,20424,9213,14,63.41969080553295
Kırklareli,332217.0,20639,7134,13505,13810,6829,14,51.43474222015792
Balıkesir,1150470.0,82811,30772,52039,50542,32269,14,78.8911746554207
Çanakkale,489409.0,31681,9583,22098,21144,10537,14,49.85321381277376
İzmir,3937428.0,449338,253800,195538,220610,228728,14,331.1267345050879
Aydın,986200.0,89202,34908,54294,49855,39347,14,121.51306062099556
Denizli,930155.0,85968,39969,45999,44956,41012,14,76.6569144552497
Muğla,810164.0,76309,25706,50603,46844,29465,14,64.02434012960329
Manisa,1378658.0,97495,41556,55939,54059,43436,14,103.35542394482346
Afyonkarahisar,695986.0,40069,11842,28227,27983,12086,14,49.65653538812786
Kütahya,589912.0,28217,7287,20930,20736,7481,14,50.7058621282448
Uşak,337502.0,24636,8236,16400,16316,8320,14,60.75643564356436
Bursa,2590792.0,188733,76127,112606,108630,80103,14,239.59974105243688
Eskişehir,762679.0,68799,31746,37053,35185,33614,14,54.63316618911175
Bilecik,225099.0,14766,4421,10345,9798,4968,14,53.8643216080402
Kocaeli,1556025.0,113951,53263,60688,56571,57380,14,458.0585811009714
Sakarya,871244.0,47719,15318,32401,32406,15313,14,180.606135986733
Düzce,337857.0,25560,7771,17789,17126,8434,14,135.5766452648475
Bolu,270986.0,18334,4822,13512,13308,5026,14,32.59785877541201
Yalova,203058.0,12926,4212,8714,8075,4851,14,254.45864661654136
Ankara,4756952.0,433592,220453,213139,183121,250471,14,185.58645443196005
Konya,2009371.0,112705,29412,83293,80720,31985,14,49.20346246143298
Karaman,232228.0,14031,3866,10165,10120,3911,14,26.760543904125374
Antalya,1959686.0,248279,115500,132779,131070,117209,14,97.12474599791842
Isparta,447595.0,26708,6699,20009,19387,7321,14,50.03297563156718
Burdur,258633.0,19037,5741,13296,12828,6209,14,36.046411149825786
Adana,2082627.0,168294,80969,87325,86232,82062,14,150.4353510546085
Mersin,1644948.0,140192,56511,83681,74164,66028,14,102.74503435352905
Hatay,1477676.0,77958,28370,49588,48160,29798,14,267.50108616944243
Kahramanmaraş,1043665.0,52588,17367,35221,33782,18806,14,71.87775482093664
Osmaniye,479111.0,29477,9376,20101,20019,9458,14,144.3105421686747
Kırıkkale,276414.0,17760,5049,12711,12081,5679,14,57.6944270507201
Aksaray,373861.0,17065,5268,11797,11905,5160,14,48.81329155242199
Niğde,337782.0,18121,4401,13720,13264,4857,14,46.69366878628698
Nevşehir,281347.0,17942,5000,12942,12816,5126,14,51.29389243391066
Kırşehir,221363.0,12196,3388,8808,8447,3749,14,33.62135479951397
Kayseri,1232759.0,80642,30180,50462,50225,30417,14,72.64342958161461
Sivas,641129.0,43534,12523,31011,29572,13962,14,22.764131515409744
Yozgat,472170.0,19561,4508,15053,14596,4965,14,34.49013878743609
Zonguldak,618939.0,32870,7689,25181,25291,7579,14,185.20017953321366
Karabük,227533.0,13430,2980,10450,10733,2697,14,54.93312409464027
Bartın,187494.0,11810,2378,9432,9641,2169,14,80.46952789699571
Kastamonu,361083.0,20829,5297,15532,15666,5163,14,27.639543784445806
Çankırı,178908.0,10495,2899,7596,7697,2798,14,23.72155926809865
Sinop,202617.0,11564,2039,9525,9777,1787,14,35.44114045828231
Samsun,1251185.0,81805,30035,51770,48988,32817,14,128.65655526992288
Tokat,616313.0,31432,7064,24368,24257,7175,14,61.37353116908982
Çorum,534454.0,30284,9319,20965,21051,9233,14,43.00402317347924
Amasya,334512.0,18125,4395,13730,13350,4775,14,59.437100213219615
Trabzon,762517.0,40701,13136,27565,26812,13889,14,164.76166810717373
Ordu,718436.0,39453,9686,29767,30414,9039,14,121.48055461616504
Giresun,418417.0,25102,7535,17567,17877,7225,14,60.013912794033274
Rize,319437.0,19200,5205,13995,13084,6116,14,83.29517601043025
Artvin,164646.0,9685,2483,7202,6901,2784,14,22.270526173407276
Gümüşhane,128809.0,5894,1026,4868,4913,981,14,19.31748650269946
Erzurum,768348.0,46238,16211,30027,30601,15637,14,30.726545629049028
Erzincan,224804.0,14888,4330,10558,9671,5217,14,19.026999576809143
Bayburt,74400.0,3279,629,2650,2648,631,14,19.8611852642819
Ağrı,541825.0,25243,6516,18727,17463,7780,14,48.81746103252545
Kars,301711.0,16607,2693,13914,12615,3992,14,29.59982340822133
Iğdır,184133.0,11250,1870,9380,8920,2330,14,50.25463973799127
Ardahan,105440.0,8333,1257,7076,6680,1653,14,21.37008512363194
Malatya,740085.0,43116,12083,31033,29204,13912,14,60.37074802186149
Elazığ,552380.0,32375,8760,23615,23739,8636,14,58.87029734626452
Bingöl,255064.0,8874,1986,6888,6869,2005,14,31.871048356866176
Tunceli,76654.0,6365,1482,4883,4751,1614,14,10.10999736217357
Van,1035077.0,44707,15626,29081,31009,13698,14,49.475503083026624
Muş,406552.0,15642,2963,12679,12497,3145,14,46.633631566873134
Bitlis,328732.0,15480,3015,12465,12110,3370,14,39.6349168073306
Hakkari,251256.0,10508,2616,7892,7377,3131,14,35.41310782241015
Gaziantep,1699378.0,118665,51514,67151,64101,54564,14,249.798324268705
Adıyaman,590698.0,21582,4827,16755,15836,5746,14,80.50947253645904
Kilis,123102.0,7244,2124,5120,5053,2191,14,87.1827195467422
Şanlıurfa,1661854.0,75908,18135,57773,53545,22363,14,86.36597027336036
Diyarbakır,1528708.0,100012,50247,49765,43245,56767,14,101.23223627574333
Mardin,742994.0,30543,8998,21545,20488,10055,14,84.62346241457858
Batman,510034.0,25104,8406,16698,15052,10052,14,113.92316283225374
Şırnak,429616.0,17405,3908,13497,12193,5212,14,60.69737213902232
Siirt,300673.0,13012,3680,9332,9026,3986,14,52.592793423124014
İstanbul,12867332.0,1914490,1135232,779258,801245,1113245,15,2356.2226698406885
Tekirdağ,781508.0,51705,18798,32907,31803,19902,15,126.25331179321486
Edirne,394762.0,29164,8479,20685,19999,9165,15,64.24117168429618
Kırklareli,332745.0,19878,6564,13314,12744,7134,15,51.51648862052949
Balıkesir,1138553.0,81502,32052,49450,50730,30772,15,78.07399026263458
Çanakkale,476742.0,29828,8871,20957,20245,9583,15,48.56290108994601
İzmir,3858315.0,472982,277839,195143,219183,253799,15,324.4735514254478
Aydın,975750.0,85946,33929,52017,51038,34908,15,120.2254805322819
Denizli,924987.0,82808,37273,45535,42839,39969,15,76.23100379100049
Muğla,796322.0,78158,27052,51106,52454,25704,15,62.93045677256204
Manisa,1331344.0,94359,38973,55386,52803,41556,15,99.8083814378889
Afyonkarahisar,700054.0,37909,10641,27268,26067,11842,15,49.94677511415525
Kütahya,571342.0,27798,7652,20146,20511,7287,15,49.10967852845109
Uşak,335519.0,25238,8322,16916,17002,8236,15,60.3994599459946
Bursa,2535923.0,182866,71656,111210,106739,76127,15,234.52538610931288
Eskişehir,753859.0,65824,32269,33555,34078,31746,15,54.00136103151863
Bilecik,201773.0,13203,3887,9316,8782,4421,15,48.28260349365877
Kocaeli,1518640.0,105712,47201,58511,52448,53264,15,447.0532823079188
Sakarya,860367.0,44420,14730,29690,29102,15318,15,178.351368159204
Düzce,334921.0,22894,6847,16047,15122,7772,15,134.39847512038523
Bolu,271363.0,18160,4935,13225,13338,4822,15,32.64320943101167
Yalova,202001.0,12511,3341,9170,8299,4212,15,253.1340852130326
Ankara,4637155.0,433137,200693,232444,212684,220453,15,180.91272627965043
Konya,1989934.0,109258,28524,80734,79846,29412,15,48.72750869288408
Karaman,231539.0,12657,3996,8661,8791,3866,15,26.68114772989168
Antalya,1902640.0,259275,122436,136839,143775,115500,15,94.29746741339149
Isparta,420242.0,22617,5326,17291,15918,6699,15,46.975408003577016
Burdur,251358.0,18084,5558,12526,12343,5741,15,35.03247386759582
Adana,2059810.0,167184,79072,88112,86216,80968,15,148.78720023114707
Mersin,1638098.0,129612,50957,78655,73101,56511,15,102.31717676452217
Hatay,1445651.0,65434,23442,41992,37061,28373,15,261.7036567704562
Kahramanmaraş,1036588.0,51227,16375,34852,33860,17367,15,71.39035812672176
Osmaniye,471722.0,26268,9764,16504,16892,9376,15,142.08493975903613
Kırıkkale,280641.0,18409,5227,13182,13360,5049,15,58.57670632435817
Aksaray,374057.0,17007,6279,10728,11739,5268,15,48.83888236062149
Niğde,339803.0,16483,4266,12217,12082,4401,15,46.97304395908211
Nevşehir,283220.0,16758,4758,12000,11758,5000,15,51.635369188696444
Kırşehir,222697.0,12364,3499,8865,8976,3388,15,33.82396719319563
Kayseri,1204236.0,77592,25440,52152,47412,30180,15,70.96263995285798
Sivas,632542.0,39193,11706,27487,26670,12523,15,22.45923874449652
Yozgat,484290.0,18948,4143,14805,14440,4508,15,35.3754565376187
Zonguldak,619220.0,31093,7470,23623,23404,7689,15,185.28426092160382
Karabük,218500.0,12506,2502,10004,9526,2980,15,52.75229357798165
Bartın,188196.0,10354,2344,8010,7976,2378,15,80.77081545064378
Kastamonu,359705.0,20532,5903,14629,15235,5297,15,27.534063074096753
Çankırı,184900.0,9523,2430,7093,6624,2899,15,24.516043489790505
Sinop,201043.0,10718,2716,8002,8679,2039,15,35.165821234913416
Samsun,1249026.0,82936,28928,54008,52900,30036,15,128.4345501285347
Tokat,623351.0,28781,7151,21630,21716,7065,15,62.07438757219678
Çorum,539970.0,28776,9000,19776,19460,9316,15,43.44785967170905
Amasya,324003.0,15354,3873,11481,10959,4395,15,57.56982942430704
Trabzon,764099.0,39143,13233,25910,26007,13136,15,165.10350043215212
Ordu,722958.0,35426,8632,26794,25740,9686,15,122.24518092661481
Giresun,421256.0,23518,7030,16488,15983,7535,15,60.421113023522665
Rize,319380.0,18282,4652,13630,13077,5205,15,83.28031290743155
Artvin,165456.0,8338,2296,6042,5855,2483,15,22.380089273637225
Gümüşhane,130362.0,6026,1272,4754,5000,1026,15,19.550389922015597
Erzurum,773619.0,44805,16872,27933,28594,16211,15,30.937335039590497
Erzincan,213193.0,12865,3045,9820,8535,4330,15,18.0442657638595
Bayburt,74701.0,3092,664,2428,2463,629,15,19.94153764014949
Ağrı,537464.0,21047,6751,14296,14531,6516,15,48.42454275159924
Kars,306491.0,13640,2257,11383,10947,2693,15,30.06877268713823
Iğdır,183231.0,9809,1798,8011,7938,1871,15,50.00846069868996
Ardahan,108152.0,6451,1251,5200,5194,1257,15,21.919740575597892
Malatya,736474.0,39208,12020,27188,27125,12083,15,60.07618892242434
Elazığ,550468.0,29413,7485,21928,20653,8760,15,58.66652456570393
Bingöl,255662.0,8645,1908,6737,6659,1986,15,31.945770336123953
Tunceli,83033.0,5339,1198,4141,3857,1482,15,10.951332102347665
Van,1022083.0,42527,16812,25715,26901,15626,15,48.85440466516897
Muş,404249.0,13558,2897,10661,10595,2963,15,46.36946547373251
Bitlis,328460.0,12181,2791,9390,9166,3015,15,39.60212201591512
Hakkari,256719.0,8705,2502,6203,6089,2616,15,36.1830866807611
Gaziantep,1652614.0,117121,51687,65434,65607,51514,15,242.92429810377774
Adıyaman,588315.0,21002,5243,15759,16175,4827,15,80.18468038707918
Kilis,122061.0,5959,1608,4351,3835,2124,15,86.44546742209631
Şanlıurfa,1612515.0,63734,15434,48300,45599,18135,15,83.80183972560025
Diyarbakır,1514793.0,89211,47222,41989,38964,50247,15,100.31077412091915
Mardin,736455.0,24841,7067,17774,15843,8998,15,83.87870159453303
Batman,497841.0,22390,8826,13564,13984,8406,15,111.19968729059639
Şırnak,430006.0,13615,3692,9923,9707,3908,15,60.75247244984459
Siirt,303599.0,11344,3482,7862,7664,3680,15,53.104600314850444
